peak_name,year,season,termination_reason,highpoint_metres,members,member_deaths,hired_staff,hired_staff_deaths,oxygen_used
Janak Chuli,2005,Autumn,"Bad weather (storms, high winds)",6650.0,2,0,1,0,False
Pabuk Kang,2005,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5550.0,2,0,1,0,False
Lashar I,2005,Autumn,Success (main peak),6842.0,2,0,1,0,False
Cho Oyu,2005,Autumn,Success (main peak),8188.0,7,0,0,0,False
Tilicho,2005,Autumn,Success (main peak),7134.0,12,1,2,0,False
Tilicho,2005,Autumn,"Bad weather (storms, high winds)",6600.0,8,0,3,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,1,0,1,0,False
Cholatse,2005,Spring,Success (main peak),6440.0,1,0,0,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,11,0,5,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,6,0,2,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,8,0,2,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,6,0,1,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,19,0,2,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,17,0,4,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,4,0,2,0,False
Ama Dablam,2005,Autumn,"Illness, AMS, exhaustion, or frostbite",6550.0,2,0,1,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,11,0,2,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,4,0,3,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,20,0,6,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,2,0,1,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,1,0,1,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,7,0,2,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,5,0,2,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,6,0,1,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,12,0,1,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,2,0,2,0,False
Ama Dablam,2005,Autumn,"Illness, AMS, exhaustion, or frostbite",6700.0,3,0,2,0,False
Ama Dablam,2005,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6000.0,5,0,2,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,1,0,2,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,7,0,4,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,1,0,0,0,False
Gyajikang,2005,Autumn,Success (main peak),7074.0,9,0,6,0,True
Leonpo Gang East,2005,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",5872.0,4,0,4,0,False
Himlung Himal,2005,Autumn,"Bad weather (storms, high winds)",6200.0,6,0,2,0,False
Himlung Himal,2005,Autumn,"Illness, AMS, exhaustion, or frostbite",6421.0,7,0,1,0,False
Kang Guru,2005,Autumn,Accident (death or serious injury),6000.0,7,7,11,11,False
Pumori,2005,Autumn,Success (main peak),7138.0,4,0,2,0,False
Ratna Chuli,2005,Autumn,Did not reach base camp,3500.0,7,0,0,0,False
Shalbachum,2005,Autumn,Did not attempt climb,5000.0,5,0,0,0,False
Simnang Himal,2005,Autumn,Success (subpeak),6200.0,5,0,0,0,False
Tashi Kang,2005,Autumn,Did not reach base camp,7300.0,7,0,0,0,False
Tengkangpoche,2005,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",5200.0,3,0,0,0,False
Cholatse,2004,Winter,Success (main peak),6440.0,2,0,0,0,False
Ama Dablam,2005,Autumn,Success (main peak),6814.0,2,0,2,0,False
Dorje Lhakpa,2005,Winter,Success (main peak),6966.0,1,0,3,0,False
Khatung Khang,2005,Winter,"Bad weather (storms, high winds)",6100.0,8,0,4,0,False
Makalu,2005,Winter,Accident (death or serious injury),7700.0,1,1,0,0,False
Pumori,2005,Winter,Success (main peak),7138.0,4,0,2,0,False
Tengkangpoche,2005,Winter,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5400.0,3,0,0,0,False
Langshisa Ri,2002,Winter,Success (main peak),6412.0,1,0,0,0,False
Mukut Himal,1967,Autumn,Success (main peak),6087.0,7,0,4,0,False
Ama Dablam,2006,Spring,"Bad weather (storms, high winds)",5800.0,4,0,2,0,False
Ama Dablam,2006,Spring,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2006,Spring,Success (main peak),6814.0,4,0,1,0,False
Ama Dablam,2006,Spring,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2006,Spring,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2006,Spring,Success (main peak),6814.0,1,0,2,0,False
Ama Dablam,2006,Spring,Success (main peak),6814.0,1,0,0,0,False
Ama Dablam,2006,Spring,"Bad weather (storms, high winds)",6650.0,5,0,0,0,False
Ama Dablam,2006,Spring,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2006,Spring,Lack of time,5900.0,5,0,2,0,False
Ama Dablam,2006,Spring,Success (main peak),6814.0,3,0,2,0,False
Ama Dablam,2006,Spring,Success (main peak),6814.0,3,0,0,0,False
Ama Dablam,2006,Spring,"Route technically too difficult, lack of experience, strength, or motivation",5900.0,2,0,0,0,False
Annapurna I,2006,Spring,"Bad weather (storms, high winds)",6000.0,3,0,0,0,False
Annapurna I,2006,Spring,Success (main peak),8091.0,2,0,0,0,False
Annapurna I,2006,Spring,Success (main peak),8091.0,4,0,0,0,False
Annapurna I,2006,Spring,Success (main peak),8091.0,2,0,1,0,False
Cho Oyu,2006,Spring,Success (main peak),8188.0,7,0,3,0,True
Cho Oyu,2006,Spring,Success (main peak),8188.0,3,0,0,0,False
Cho Oyu,2006,Spring,Success (main peak),8188.0,1,0,0,0,False
Cho Oyu,2006,Spring,Success (main peak),8188.0,7,0,3,0,True
Cho Oyu,2006,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7400.0,5,0,0,0,False
Cho Oyu,2006,Spring,"Illness, AMS, exhaustion, or frostbite",7500.0,1,0,0,0,False
Cho Oyu,2006,Spring,"Illness, AMS, exhaustion, or frostbite",6300.0,2,0,2,0,False
Cho Oyu,2006,Spring,Success (main peak),8188.0,7,1,2,0,False
Cho Oyu,2006,Spring,Success (main peak),8188.0,5,0,1,0,False
Cho Oyu,2006,Spring,Success (main peak),8188.0,6,0,1,0,False
Cho Oyu,2006,Spring,Success (main peak),8188.0,2,0,1,0,False
Cho Oyu,2006,Spring,Success (main peak),8188.0,5,0,0,0,False
Cho Oyu,2006,Spring,Success (main peak),8188.0,2,0,0,0,False
Cho Oyu,2006,Spring,"Illness, AMS, exhaustion, or frostbite",7400.0,2,0,1,0,False
Cho Oyu,2006,Spring,Success (main peak),8188.0,1,0,0,0,False
Cho Oyu,2006,Spring,"Bad weather (storms, high winds)",7900.0,1,0,0,0,False
Cho Oyu,2006,Spring,Success (main peak),8188.0,11,0,0,0,False
Cho Oyu,2006,Spring,Success (main peak),8188.0,7,0,2,0,False
Cho Oyu,2006,Spring,Success (main peak),8188.0,6,0,3,0,True
Cho Oyu,2006,Spring,Success (main peak),8188.0,9,0,4,0,True
Cho Oyu,2006,Spring,Success (main peak),8188.0,6,0,0,0,False
Cho Oyu,2006,Spring,Success (main peak),8188.0,5,0,5,0,True
Cho Oyu,2006,Spring,Success (main peak),8188.0,1,0,1,0,False
Cho Oyu,2006,Spring,Success (main peak),8188.0,14,0,10,0,True
Cho Oyu,2006,Spring,Other,6400.0,4,0,3,0,False
Cho Oyu,2006,Spring,Success (main peak),8188.0,1,0,0,0,False
Cho Oyu,2006,Spring,Success (main peak),8188.0,2,0,0,0,False
Cho Oyu,2006,Spring,Success (main peak),8188.0,16,0,2,0,True
Cho Oyu,2006,Spring,Success (main peak),8188.0,6,0,1,0,False
Cho Oyu,2006,Spring,"Bad weather (storms, high winds)",8100.0,1,0,0,0,False
Cho Oyu,2006,Spring,Success (main peak),8188.0,4,0,1,0,False
Danphe Shail,2006,Summer,Did not attempt climb,7300.0,2,0,0,0,False
Dhaulagiri I,2006,Spring,"Bad weather (storms, high winds)",7600.0,2,0,2,0,False
Dhaulagiri I,2006,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7800.0,5,0,0,0,False
Dhaulagiri I,2006,Spring,Success (main peak),8167.0,4,0,0,0,False
Dhaulagiri I,2006,Spring,Success (main peak),8167.0,6,0,3,0,False
Dhaulagiri I,2006,Spring,Success (main peak),8167.0,2,0,0,0,False
Dhaulagiri I,2006,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7780.0,7,0,3,0,False
Dhaulagiri I,2006,Spring,"Bad weather (storms, high winds)",7600.0,1,0,0,0,False
Dhaulagiri I,2006,Spring,"Bad weather (storms, high winds)",8000.0,3,0,0,0,False
Everest,2000,Spring,Did not attempt climb,6400.0,8,0,0,0,False
Everest,2006,Spring,Success (main peak),8850.0,1,0,0,0,True
Everest,2006,Spring,Success (main peak),8850.0,3,0,3,2,True
Everest,2006,Spring,Success (main peak),8850.0,1,0,3,0,True
Everest,2006,Spring,Success (main peak),8850.0,1,0,2,0,True
Everest,2006,Spring,Success (main peak),8850.0,1,0,1,0,True
Everest,2006,Spring,Lack (or loss) of supplies or equipment,8700.0,1,0,1,0,True
Everest,2006,Spring,Success (main peak),8850.0,5,0,9,0,True
Everest,2006,Spring,Success (main peak),8850.0,8,0,10,0,True
Everest,2006,Spring,Success (main peak),8850.0,6,0,5,0,True
Everest,2006,Spring,"Bad weather (storms, high winds)",8000.0,1,0,1,0,True
Everest,2006,Spring,Success (main peak),8850.0,13,0,13,0,True
Everest,2006,Spring,Success (main peak),8850.0,1,0,0,0,True
Everest,2006,Spring,Success (main peak),8850.0,5,0,6,0,True
Everest,2006,Spring,Success (main peak),8850.0,7,0,3,0,True
Everest,2006,Spring,Success (main peak),8850.0,17,0,24,1,True
Everest,2006,Spring,Success (main peak),8850.0,7,0,6,0,True
Everest,2006,Spring,"Bad weather (storms, high winds)",7500.0,1,0,1,0,False
Everest,2006,Spring,Success (main peak),8850.0,12,0,24,0,True
Everest,2006,Spring,Success (main peak),8850.0,5,0,6,0,True
Everest,2006,Spring,Success (main peak),8850.0,2,0,5,0,True
Everest,2006,Spring,Success (main peak),8850.0,8,0,3,0,True
Everest,2006,Spring,Other,7900.0,8,0,9,0,False
Everest,2006,Spring,Success (main peak),8850.0,6,0,5,0,True
Everest,2006,Spring,Success (main peak),8850.0,4,0,3,0,True
Everest,2006,Spring,Accident (death or serious injury),8500.0,1,1,0,0,True
Everest,2006,Spring,Success (main peak),8850.0,3,1,4,0,True
Everest,2006,Spring,"Illness, AMS, exhaustion, or frostbite",7900.0,1,0,2,0,True
Everest,2006,Spring,Success (main peak),8850.0,1,0,3,0,True
Everest,2006,Spring,Success (main peak),8850.0,3,0,3,0,True
Everest,2006,Spring,Success (main peak),8850.0,1,0,2,0,True
Everest,2006,Spring,Success (main peak),8850.0,8,0,8,0,True
Everest,2006,Spring,Success (main peak),8850.0,10,0,10,0,True
Everest,2006,Spring,Success (main peak),8850.0,1,0,1,0,True
Everest,2006,Spring,"Illness, AMS, exhaustion, or frostbite",8100.0,2,0,3,0,True
Everest,2006,Spring,Success (main peak),8850.0,8,0,2,0,True
Everest,2006,Spring,"Bad weather (storms, high winds)",7200.0,2,0,2,0,True
Everest,2006,Spring,Success (main peak),8850.0,1,0,1,0,True
Everest,2006,Spring,Success (main peak),8850.0,7,0,7,0,True
Everest,2006,Spring,Success (main peak),8850.0,1,0,0,0,True
Everest,2006,Spring,"Illness, AMS, exhaustion, or frostbite",7600.0,1,0,0,0,False
Everest,2006,Spring,"Bad weather (storms, high winds)",8600.0,1,0,0,0,False
Everest,2006,Spring,"Illness, AMS, exhaustion, or frostbite",7700.0,1,0,0,0,True
Everest,2006,Spring,Lack (or loss) of supplies or equipment,7800.0,2,0,0,0,False
Everest,2006,Spring,Success (main peak),8850.0,1,0,1,0,True
Everest,2006,Spring,Success (main peak),8850.0,2,1,2,0,True
Everest,2006,Spring,Success (main peak),8850.0,4,0,0,0,True
Everest,2006,Spring,Success (main peak),8850.0,13,0,22,0,True
Everest,2006,Spring,Success (main peak),8850.0,14,0,8,0,True
Everest,2006,Spring,Success (main peak),8850.0,1,0,0,0,False
Everest,2006,Spring,Success (main peak),8850.0,9,0,7,0,True
Everest,2006,Spring,Success (main peak),8850.0,4,0,1,0,True
Everest,2006,Spring,Success (main peak),8850.0,2,0,0,0,True
Everest,2006,Spring,Success (main peak),8850.0,1,0,0,0,False
Everest,2006,Spring,Success (main peak),8850.0,2,0,0,0,True
Everest,2006,Spring,Success (main peak),8850.0,1,0,1,0,True
Everest,2006,Spring,"Bad weather (storms, high winds)",7900.0,2,0,0,0,False
Everest,2006,Spring,Success (main peak),8850.0,4,0,3,0,True
Everest,2006,Spring,Success (main peak),8850.0,6,0,4,0,True
Everest,2006,Spring,Success (main peak),8850.0,1,0,1,0,True
Everest,2006,Spring,"Bad weather (storms, high winds)",7100.0,1,0,0,0,False
Everest,2006,Spring,Success (main peak),8850.0,12,0,2,0,True
Everest,2006,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8100.0,25,0,12,0,True
Everest,2006,Spring,Success (main peak),8850.0,11,0,5,0,True
Everest,2006,Spring,Lack (or loss) of supplies or equipment,6850.0,2,0,2,0,False
Everest,2006,Spring,Success (main peak),8850.0,5,0,2,0,True
Everest,2006,Spring,"Illness, AMS, exhaustion, or frostbite",7000.0,1,0,0,0,False
Everest,2006,Spring,Success (main peak),8850.0,2,0,0,0,False
Everest,2006,Spring,"Bad weather (storms, high winds)",7900.0,3,0,0,0,False
Everest,2006,Spring,"Bad weather (storms, high winds)",8500.0,3,0,6,0,False
Everest,2006,Spring,Success (main peak),8850.0,12,0,6,0,True
Everest,2006,Spring,Success (main peak),8850.0,3,1,2,0,True
Everest,2006,Spring,"Bad weather (storms, high winds)",8450.0,1,0,0,0,False
Everest,2006,Spring,Success (main peak),8850.0,1,0,1,0,True
Everest,2006,Spring,Success (main peak),8850.0,2,0,1,0,True
Everest,2006,Spring,Success (main peak),8850.0,1,0,0,0,True
Everest,2006,Spring,Success (main peak),8850.0,3,0,3,0,True
Everest,2006,Spring,Success (main peak),8850.0,6,0,2,0,True
Everest,2006,Spring,Lack (or loss) of supplies or equipment,7700.0,1,0,2,0,False
Everest,2006,Spring,"Illness, AMS, exhaustion, or frostbite",7100.0,1,0,1,0,False
Everest,2006,Spring,Success (main peak),8850.0,7,0,3,0,True
Everest,2006,Spring,Success (main peak),8850.0,1,0,2,0,True
Everest,2006,Spring,Success (main peak),8850.0,12,0,10,0,True
Everest,2006,Spring,Success (main peak),8850.0,17,1,4,0,True
Everest,2006,Spring,Success (main peak),8850.0,4,0,0,0,True
Everest,2006,Spring,Success (main peak),8850.0,4,0,0,0,True
Everest,2006,Spring,Success (main peak),8850.0,29,2,20,0,True
Everest,2006,Spring,"Illness, AMS, exhaustion, or frostbite",5800.0,2,0,0,0,False
Everest,2006,Spring,Success (main peak),8850.0,5,0,3,0,True
Everest,2006,Spring,Success (main peak),8850.0,1,0,2,0,True
Everest,2006,Spring,Success (main peak),8850.0,1,0,2,0,True
Everest,2006,Spring,Success (main peak),8850.0,6,0,6,0,True
Everest,2006,Spring,Success (main peak),8850.0,8,0,4,0,True
Everest,2006,Spring,Success (main peak),8850.0,8,0,3,0,True
Everest,2006,Spring,Success (main peak),8850.0,7,0,3,0,True
Everest,2006,Spring,Success (main peak),8850.0,4,0,3,0,True
Everest,2006,Spring,Success (main peak),8850.0,18,0,20,1,True
Janak Chuli,2006,Spring,Success (main peak),7041.0,2,0,0,0,False
Kangchenjunga,2006,Spring,Success (main peak),8586.0,2,0,0,0,False
Kangchenjunga,2006,Spring,Success (main peak),8586.0,4,0,0,0,False
Kangchenjunga,2006,Spring,"Bad weather (storms, high winds)",8500.0,5,0,2,0,False
Kangchenjunga,2006,Spring,Success (main peak),8586.0,1,0,0,0,False
Kangchenjunga,2006,Spring,Success (main peak),8586.0,2,0,0,0,False
Kangchenjunga,2006,Spring,Success (main peak),8586.0,5,0,4,0,False
Kwangde,1995,Autumn,Success (main peak),6186.0,4,0,0,0,False
Lhotse,2006,Spring,Success (main peak),8516.0,2,0,0,0,False
Lhotse,2006,Spring,"Illness, AMS, exhaustion, or frostbite",8400.0,3,0,0,0,False
Lhotse,2006,Spring,Success (main peak),8516.0,9,0,0,0,False
Lhotse,2006,Spring,Success (main peak),8516.0,3,0,4,0,True
Lhotse,2006,Spring,Success (main peak),8516.0,3,0,3,0,True
Lhotse,2006,Spring,"Illness, AMS, exhaustion, or frostbite",8150.0,1,0,0,0,False
Lhotse,2006,Spring,Success (main peak),8516.0,1,0,1,0,True
Lhotse,2006,Spring,Accident (death or serious injury),8420.0,2,1,0,0,True
Lhotse,2006,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7900.0,1,0,0,0,False
Lhotse,2006,Spring,Success (main peak),8516.0,12,0,6,0,True
Lhotse,2006,Spring,Lack (or loss) of supplies or equipment,8300.0,6,0,2,0,True
Lhotse,2006,Spring,Other,7900.0,7,0,2,0,True
Lhotse,2006,Spring,"Illness, AMS, exhaustion, or frostbite",6400.0,1,0,1,0,True
Lhotse,2006,Spring,Other,7200.0,1,0,0,0,False
Lhotse,2006,Spring,Lack (or loss) of supplies or equipment,8300.0,1,0,1,0,False
Lhotse Shar,2006,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8200.0,6,0,9,0,True
Makalu,2006,Spring,Success (main peak),8485.0,2,0,1,0,True
Makalu,2006,Spring,Success (main peak),8485.0,3,0,0,0,False
Makalu,2006,Spring,Success (main peak),8485.0,4,0,1,0,False
Makalu,2006,Spring,Success (main peak),8485.0,6,0,3,0,True
Manaslu,2006,Spring,"Illness, AMS, exhaustion, or frostbite",7500.0,1,0,3,0,False
Manaslu,2006,Spring,Success (main peak),8163.0,2,0,0,0,False
Manaslu,2006,Spring,Success (subpeak),8125.0,5,0,0,0,False
Manaslu,2006,Spring,Success (subpeak),8125.0,1,0,2,0,True
Manaslu,2006,Spring,Success (main peak),8163.0,4,0,3,0,True
Manaslu,2006,Spring,Success (subpeak),8125.0,2,0,0,0,False
Manaslu,2006,Spring,Success (main peak),8163.0,2,0,0,0,False
Manaslu,2006,Spring,Success (subpeak),8125.0,4,0,1,0,False
Manaslu,2006,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6950.0,2,0,4,0,False
Manaslu,2006,Spring,Success (main peak),8163.0,2,0,0,0,False
Manaslu,2006,Spring,"Bad weather (storms, high winds)",7400.0,1,0,0,0,False
Manaslu,2006,Spring,Success (main peak),8163.0,1,1,1,0,False
Pasang Lhamu Chuli,2006,Spring,Accident (death or serious injury),7030.0,2,1,1,0,False
Palung,2006,Spring,Did not attempt climb,7300.0,2,0,1,0,False
Pumori,2006,Spring,Accident (death or serious injury),6900.0,16,0,7,0,False
Pumori,2006,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6000.0,5,0,0,0,False
Pumori,2006,Spring,Did not attempt climb,5300.0,5,0,0,0,False
Pumori,2006,Spring,"Route technically too difficult, lack of experience, strength, or motivation",6900.0,2,0,0,0,False
Pyramid Peak,2006,Spring,Success (subpeak),7090.0,2,0,0,0,False
Saribung,2006,Spring,Success (main peak),6328.0,1,0,3,0,False
Sphinx,2006,Spring,Success (main peak),6825.0,9,0,0,0,False
Everest,2004,Spring,"Illness, AMS, exhaustion, or frostbite",8300.0,1,0,4,0,True
Kyashar,2005,Autumn,"Bad weather (storms, high winds)",6500.0,2,0,0,0,False
Kyazo Ri,2005,Autumn,Success (main peak),6151.0,2,0,0,0,False
Cholatse,2005,Spring,Success (main peak),6440.0,3,0,0,0,False
Cholatse,2005,Autumn,Success (main peak),6440.0,2,0,0,0,False
Ama Dablam,2006,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5700.0,2,0,1,0,False
Ama Dablam,2006,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5700.0,1,0,1,0,False
Annapurna I,2006,Autumn,Success (main peak),8091.0,5,0,2,0,False
Baruntse,2006,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7020.0,2,0,1,0,False
Baruntse,2006,Autumn,Lack (or loss) of supplies or equipment,5440.0,2,0,0,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,5,0,2,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,1,0,1,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,8,0,2,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,2,0,0,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,9,0,2,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,1,0,1,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,12,0,6,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,2,0,2,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,2,0,1,0,False
Cho Oyu,2006,Autumn,Did not attempt climb,5650.0,4,0,0,0,False
Cho Oyu,2006,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7500.0,2,0,1,0,False
Cho Oyu,2006,Autumn,"Bad weather (storms, high winds)",7200.0,9,0,4,0,False
Cho Oyu,2006,Autumn,"Bad weather (storms, high winds)",7100.0,3,0,1,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,3,0,1,0,False
Cho Oyu,2006,Autumn,Success (main peak),7600.0,5,0,1,0,False
Cho Oyu,2006,Autumn,"Bad weather (storms, high winds)",7100.0,2,0,0,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,3,0,0,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,7,0,0,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,7,0,5,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,1,0,1,0,False
Cho Oyu,2006,Autumn,"Bad weather (storms, high winds)",7100.0,3,0,0,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,2,0,0,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,1,0,0,0,False
Cho Oyu,2006,Autumn,"Illness, AMS, exhaustion, or frostbite",7100.0,1,0,1,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,2,0,3,0,False
Cho Oyu,2006,Autumn,"Bad weather (storms, high winds)",7400.0,4,0,0,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,3,0,0,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,13,0,1,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,8,0,4,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,8,0,2,0,True
Cho Oyu,2006,Autumn,"Illness, AMS, exhaustion, or frostbite",7200.0,4,0,1,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,1,0,0,0,False
Cho Oyu,2006,Autumn,"Bad weather (storms, high winds)",7100.0,3,0,0,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,2,0,0,0,False
Cho Oyu,2006,Autumn,"Bad weather (storms, high winds)",8100.0,6,0,2,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,9,0,6,0,True
Cho Oyu,2006,Autumn,"Bad weather (storms, high winds)",7000.0,5,0,0,0,False
Cho Oyu,2006,Autumn,Other,7000.0,2,0,0,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,5,0,2,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,4,0,0,0,False
Cho Oyu,2006,Autumn,"Bad weather (storms, high winds)",7500.0,2,0,0,0,False
Cho Oyu,2006,Autumn,"Bad weather (storms, high winds)",7500.0,3,0,0,0,False
Dhaulagiri I,2006,Autumn,"Bad weather (storms, high winds)",7250.0,4,0,0,0,False
Dhaulagiri I,2006,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7900.0,3,0,0,0,False
Dhaulagiri I,2006,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6400.0,2,0,1,0,False
Dhaulagiri I,2006,Autumn,"Bad weather (storms, high winds)",8050.0,2,0,0,0,False
Dhaulagiri I,2006,Autumn,"Bad weather (storms, high winds)",7400.0,6,0,2,0,False
Dome Kang,2006,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6500.0,6,0,4,0,False
Manaslu,2006,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",7600.0,3,0,0,0,False
Manaslu,2006,Autumn,Success (main peak),8163.0,1,0,0,0,False
Manaslu,2006,Autumn,Success (main peak),8163.0,5,0,0,0,False
Merra,2006,Autumn,Success (main peak),6334.0,2,0,0,0,False
Nuptse,2006,Autumn,"Bad weather (storms, high winds)",6600.0,1,0,0,0,False
Panbari,2006,Autumn,Success (main peak),6905.0,6,0,0,0,False
Pumori,2006,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6180.0,9,0,3,0,False
Tilicho,2006,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",5600.0,6,0,1,0,False
Tilicho,2006,Autumn,Success (main peak),7134.0,8,1,0,0,False
Tsartse,2006,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6386.0,3,0,0,0,False
Tashi Kang,2006,Autumn,Did not reach base camp,4900.0,2,1,0,0,False
Manaslu,2006,Autumn,Success (main peak),8163.0,9,0,5,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,8,0,0,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,4,0,0,0,False
Cho Oyu,2006,Autumn,"Bad weather (storms, high winds)",8000.0,1,0,0,0,False
Tashi Kang,2006,Autumn,Success (main peak),6386.0,3,0,0,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,1,0,0,0,False
Manaslu,2006,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7500.0,5,0,0,0,False
Manaslu,2006,Autumn,Success (main peak),8163.0,6,0,7,0,True
Everest,2006,Autumn,Success (main peak),8850.0,7,0,13,0,True
Everest,2006,Autumn,"Illness, AMS, exhaustion, or frostbite",8500.0,3,0,0,0,False
Annapurna I,2006,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6220.0,3,0,5,1,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,7,0,0,0,False
Cho Oyu,2006,Autumn,"Bad weather (storms, high winds)",8000.0,3,0,0,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,7,0,4,0,True
Nangpai Gosum I,2006,Autumn,Success (subpeak),7225.0,6,0,1,1,False
Everest,2003,Spring,Success (main peak),8850.0,5,0,5,0,True
Cho Oyu,2006,Autumn,"Bad weather (storms, high winds)",8170.0,2,0,2,0,False
Cho Oyu,2006,Autumn,"Illness, AMS, exhaustion, or frostbite",7600.0,3,0,0,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,3,0,1,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,4,0,0,0,False
Manaslu,2006,Autumn,Success (main peak),8163.0,2,0,2,0,True
Manaslu,2006,Autumn,Success (main peak),8163.0,2,0,1,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,10,0,0,0,False
